Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,7/31/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7359293314,5.3,QUICKPAY_CREDIT,272.26,
CREDIT,7/31/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7359202709,70.92,QUICKPAY_CREDIT,266.96,
CREDIT,7/31/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7359247882,130,QUICKPAY_CREDIT,196.04,
DEBIT,7/25/18,Amazon         07/24,7.5,DEBIT_CARD,66.04,
DEBIT,7/25/18,Amazon         07/24,29.98,DEBIT_CARD,58.54,
DEBIT,7/24/18,WITHDRAWAL 07/24,-100,MISC_DEBIT,28.56,
CREDIT,7/24/18,QuickPay with Zelle payment from KAREN L TYSON 7339691661,100,QUICKPAY_CREDIT,128.56,
CREDIT,7/24/18,Reversal: DRIVERSLICENSES.ORG 855-2050454 MA           07/20  ClaimId: 984408383710001,3.99,ATM,28.56,
CREDIT,7/24/18,Reversal: DRIVERSLICENSES.ORG 855-2050454 MA           07/22  ClaimId: 984408383710001,19.99,ATM,24.57,
DEBIT,7/23/18,DRIVERSLICENSES.ORG 855-2050454 MA           07/22,-19.99,DEBIT_CARD,4.58,
DEBIT,7/23/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          07/20,-3,DEBIT_CARD,24.57,
DEBIT,7/23/18,DRIVERSLICENSES.ORG 855-2050454 MA           07/20,-3.99,DEBIT_CARD,27.57,
DEBIT,7/19/18,STRACK & VAN TIL #8797 CROWN POINT IN        07/18,-3.41,DEBIT_CARD,31.56,
DEBIT,7/17/18,ATM WITHDRAWAL       003127  07/171837 E 80,-220,ATM,34.97,
CREDIT,7/17/18,QuickPay with Zelle payment from KAREN L TYSON 7322926744,250,QUICKPAY_CREDIT,254.97,
DEBIT,7/10/18,PIZZA HUT 032409 MERRILLVILLE IN             07/09,-32.16,DEBIT_CARD,4.97,
DEBIT,7/9/18,PHILLY STEAK &LEMONAD 219-472-0034 IN        07/08,-28.24,DEBIT_CARD,37.13,
DEBIT,7/9/18,WENDY S #331 MERRILLVILLE IN 07/07,-16.77,DEBIT_CARD,65.37,
CREDIT,7/9/18,"QuickPay with Zelle payment from CASTRO, CROSBY 7296026024",80,PARTNERFI_TO_CHASE,82.14,
DEBIT,7/6/18,Walgreens Groceries IN800589  07/06,-2.13,DEBIT_CARD,2.14,
DEBIT,7/3/18,ADOBE *CREATIVE CLOUD 800-833-6687 CA        07/03,-21.39,DEBIT_CARD,4.27,
DEBIT,7/3/18,LOWE'S #1569 MERRILLVILLE IN         624935  07/03,-8.01,DEBIT_CARD,25.66,
DEBIT,7/3/18,WENDY S #331 MERRILLVILLE IN 07/02,-18.9,DEBIT_CARD,33.67,
DEBIT,7/2/18,ADOBE *CREATIVE CLOUD 800-833-6687 CA        07/02,-21.39,DEBIT_CARD,52.57,
DEBIT,7/2/18,Walgreens Groceries IN355784  07/01,-3.23,DEBIT_CARD,73.96,
DEBIT,7/2/18,PAYPAL *GADGETORY 402-935-7733 CA            06/30,-170,DEBIT_CARD,77.19,
DEBIT,7/2/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          06/30,-27.48,DEBIT_CARD,247.19,
DEBIT,6/29/18,BWW 3354 HOBART HOBART IN    06/28,-10.48,DEBIT_CARD,274.67,
CREDIT,6/28/18,ATM CASH DEPOSIT 06/28 6790 BROADWAY MERRILLVILLE IN,242,ATM,285.15,
DEBIT,6/27/18,MICROSOFT   *XBOX MSBILL.INFO WA             06/26,-21.21,DEBIT_CARD,43.15,
DEBIT,6/27/18,Amazon         06/27,-37.48,DEBIT_CARD,64.36,
DEBIT,6/27/18,STRACK & VAN TIL #8797 CROWN POINT IN        06/26,-42.2,DEBIT_CARD,101.84,
DEBIT,6/27/18,WU GM FINANCIAL 800-284-2271 TX              06/27,-32.5,DEBIT_CARD,144.04,
DEBIT,6/27/18,Amazon         06/26,29.99,DEBIT_CARD,176.54,
DEBIT,6/26/18,FAMILY EXPRESS #57 MERRILLVILLE IN   919964  06/26,-10,DEBIT_CARD,146.55,
DEBIT,6/26/18,ALDI 62025 CROWN POINT IN            856383  06/26,-147.41,DEBIT_CARD,156.55,
DEBIT,6/26/18,DOLLAR TREE CROWN POINT IN           032682  06/26,-23.4,DEBIT_CARD,303.96,
DEBIT,6/25/18,Walgreens Groceries IN115901  06/25,-1.07,DEBIT_CARD,327.36,
DEBIT,6/25/18,Walgreens Groceries IN110237  06/25,-5.98,DEBIT_CARD,328.43,
DEBIT,6/25/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          06/24,-23.3,DEBIT_CARD,334.41,
DEBIT,6/25/18,MEIJER # 165 611 W LI MERRILLVILLE IN961367  06/24,-13.78,DEBIT_CARD,357.71,
DEBIT,6/25/18,Walgreens Groceries IN614998  06/24,-0.07,DEBIT_CARD,371.49,
DEBIT,6/25/18,Amazon         06/22,-4.64,DEBIT_CARD,371.56,
DEBIT,6/22/18,APPLEBEES 077 9829160 MERRILLVILLE IN        06/21,-35.3,DEBIT_CARD,376.2,
CREDIT,6/22/18,INTEGRITY TRADE  PAYROLL    PPD ID: 1263211008,233.38,ACH_CREDIT,411.5,
DEBIT,6/21/18,PIZZA HUT 032409 MERRILLVILLE IN             06/20,-26.74,DEBIT_CARD,178.12,
DEBIT,6/20/18,TRIPPLE S CITGO MERRILLVILLE IN      832418  06/20,-5,DEBIT_CARD,204.86,
DEBIT,6/20/18,Amazon         06/20,-30.95,DEBIT_CARD,209.86,
DEBIT,6/20/18,Amazon         06/20,-37.84,DEBIT_CARD,240.81,
DEBIT,6/19/18,Walgreens Groceries IN028868  06/19,-9.18,DEBIT_CARD,278.65,
DEBIT,6/18/18,MNRD-MERRILLVLE 6300 MERRILLVILLE IN 649172  06/18,-2.94,DEBIT_CARD,287.83,
DEBIT,6/18/18,TARGET T-0870 2661 E MERRILLVILLE IN 857418  06/18,-9.62,DEBIT_CARD,290.77,
DEBIT,6/18/18,MEIJER # 165 611 W LI MERRILLVILLE IN208571  06/17,-2.5,DEBIT_CARD,300.39,
DEBIT,6/18/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          06/16,-27.42,DEBIT_CARD,302.89,
DEBIT,6/18/18,SUBWAY        00296137 HAMMOND IN            06/15,-5.48,DEBIT_CARD,330.31,
CREDIT,6/18/18,ATM CASH DEPOSIT 06/17 6790 BROADWAY MERRILLVILLE IN,50,ATM,335.79,
DEBIT,6/15/18,MEIJER # 165 611 W LI MERRILLVILLE IN502129  06/15,-2.99,DEBIT_CARD,285.79,
CREDIT,6/15/18,INTEGRITY TRADE  PAYROLL    PPD ID: 1263211008,274.21,ACH_CREDIT,288.78,
DEBIT,6/13/18,DOLLAR TREE MERRILLVILLE IN          000972  06/13,-1.07,DEBIT_CARD,14.57,
DEBIT,6/13/18,USCONNECT CLVND VEND S CEDAR LAKE IN         06/12,-1.1,DEBIT_CARD,15.64,
DEBIT,6/12/18,GOLO GAS AND FOOD EAST CHICAGO IN    007264  06/12,-10,DEBIT_CARD,16.74,
DEBIT,6/11/18,Amazon         06/11,-23.98,DEBIT_CARD,26.74,
DEBIT,6/11/18,STRACK & VAN TIL #8797 CROWN POINT IN        06/10,-25.16,DEBIT_CARD,50.72,
DEBIT,6/11/18,ATM WITHDRAWAL       006866  06/106790 BROA,-300,ATM,75.88,
DEBIT,6/11/18,USCONNECT CLVND VEND S CEDAR LAKE IN         06/08,-1.1,DEBIT_CARD,375.88,
DEBIT,6/11/18,USCONNECT CLVND VEND S CEDAR LAKE IN         06/08,-1.1,DEBIT_CARD,376.98,
CREDIT,6/11/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7220379175,75,QUICKPAY_CREDIT,378.08,
CREDIT,6/11/18,QuickPay with Zelle payment from KAREN L TYSON 7220515181,300,QUICKPAY_CREDIT,303.08,
DEBIT,6/8/18,USCONNECT CLVND VEND S CEDAR LAKE IN         06/07,-1.35,DEBIT_CARD,3.08,
DEBIT,6/6/18,LUKE 273 MERRILLVILLE IN             710208  06/06,-20,DEBIT_CARD,4.43,
DEBIT,6/5/18,Amazon         06/04,-29.99,DEBIT_CARD,24.43,
DEBIT,6/4/18,AmazonPrime Membersh amzn.com/prme WA        06/04,-6.49,DEBIT_CARD,54.42,
DEBIT,6/4/18,WENDY S #331 MERRILLVILLE IN 06/03,-8.61,DEBIT_CARD,60.91,
DEBIT,6/1/18,Walgreens Groceries IN533454  06/01,-1.37,DEBIT_CARD,69.52,
DEBIT,5/31/18,SALLY BEAUTY #03 1676 MERRILLVILLE IN061562  05/31,-4.27,DEBIT_CARD,70.89,
DEBIT,5/31/18,DUNKIN #301651 Q35 MERRILLVILLE IN           05/30,-6.45,DEBIT_CARD,75.16,
CREDIT,5/31/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 7190654824,75,QUICKPAY_CREDIT,81.61,
DEBIT,5/30/18,SPEEDWAY 07553 98 MERRILLVILLE IN    766368  05/30,-8,DEBIT_CARD,6.61,
DEBIT,5/29/18,NON-CHASE ATM FEE-WITH,-2.5,FEE_TRANSACTION,14.61,
DEBIT,5/29/18,Money Withdraw            054151  05/282325 SOUT,-103.5,ATM,17.11,
DEBIT,5/29/18,RESHOEVN8R 623-444-9436 AZ   05/28,-45.96,DEBIT_CARD,120.61,
DEBIT,5/29/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          05/26,-18,DEBIT_CARD,166.57,
DEBIT,5/18/18,CHICK-FIL-A #02729 MERRILLVILLE IN           05/16,-14.87,DEBIT_CARD,184.57,
CREDIT,5/18/18,ISU PAYROLL,181.66,ACH_CREDIT,199.44,
DEBIT,5/17/18,AMC HOBART 12 #6375 MERRILLVILLE IN          05/16,-9.69,DEBIT_CARD,17.78,
DEBIT,5/16/18,Walgreens Groceries IN724936  05/16,-1.49,DEBIT_CARD,27.47,
DEBIT,5/14/18,WM SUPERCENTER # MERRILLVILLE IN     028424  05/13,-21.38,DEBIT_CARD,28.96,
DEBIT,5/14/18,NEW YORK & COMPANY MO 111-222-3333 NY        05/11,-28.86,DEBIT_CARD,50.34,
DEBIT,5/14/18,NEW YORK & COMPANY MO 111-222-3333 NY        05/11,-70.01,DEBIT_CARD,79.2,
DEBIT,5/11/18,ATM WITHDRAWAL       008054  05/111837 E 80,-200,ATM,149.21,
DEBIT,5/10/18,SPEEDWAY 07553 98 MERRILLVILLE IN    773645  05/10,-5,DEBIT_CARD,349.21,
DEBIT,5/10/18,WM SUPERCENTER # MERRILLVILLE IN     050414  05/10,-53.37,DEBIT_CARD,354.21,
DEBIT,5/10/18,WENDY S #331 MERRILLVILLE IN 05/09,-2.97,DEBIT_CARD,407.58,
DEBIT,5/10/18,Fast Food MCM6149 OF IN TERRE HAUTE IN        05/08,-4.16,DEBIT_CARD,410.55,
DEBIT,5/9/18,MEIJER # 165 611 W LI MERRILLVILLE IN317682  05/09,-18.18,DEBIT_CARD,414.71,
CREDIT,5/9/18,QuickPay with Zelle payment from SARITA A STEVENS 7132437672,100,QUICKPAY_CREDIT,432.89,
DEBIT,5/8/18,SHELL Service Station TERRE HAUTE IN 047360  05/08,-2.49,DEBIT_CARD,332.89,
DEBIT,5/7/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          05/04,-27.23,DEBIT_CARD,335.38,
DEBIT,5/7/18,SQC*SHANELLE R THAR 8774174551 CA            05/04,-45,DEBIT_CARD,362.61,
DEBIT,5/7/18,Amazon         05/04,16.98,DEBIT_CARD,407.61,
CREDIT,5/4/18,Square Inc       Squar      T20042809710    CCD ID: 8800429876,90.03,ACH_CREDIT,390.63,
CREDIT,5/4/18,ISU PAYROLL,272.26,ACH_CREDIT,300.6,
DEBIT,5/3/18,ADOBE *CREATIVE CLOUD 800-833-6687 CA        05/03,-21.39,DEBIT_CARD,28.34,
DEBIT,5/3/18,PAYPAL *SALES 402-935-7733 CA05/02,-10,DEBIT_CARD,49.73,
CREDIT,5/2/18,Square Inc       Squar      T20042468737    CCD ID: 8800429876,50,ACH_CREDIT,59.73,
DEBIT,5/1/18,Amazon Digital Svcs 888-802-3080 WA          05/01,-7.48,DEBIT_CARD,9.73,
DEBIT,4/24/18,AmazonPrime Membersh amzn.com/prme WA        04/23,-6.49,DEBIT_CARD,17.21,
DEBIT,4/24/18,QuickPay with Zelle payment to Kendel 7090838343,-50,QUICKPAY_DEBIT,23.7,
DEBIT,4/24/18,QuickPay with Zelle payment to Kendel 7090740812,-25,QUICKPAY_DEBIT,73.7,
DEBIT,4/23/18,Amazon.com AMZN.COM/BILL WA  04/23,-45.21,DEBIT_CARD,98.7,
DEBIT,4/23/18,Amazon.com AMZN.COM/BILL WA  04/23,-20.4,DEBIT_CARD,143.91,
DEBIT,4/23/18,Amazon Digital Svcs amzn.com/bill WA         04/22,-9.99,DEBIT_CARD,164.31,
DEBIT,4/23/18,Amazon         04/22,-86.97,DEBIT_CARD,174.3,
DEBIT,4/23/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          04/20,-24.62,DEBIT_CARD,261.27,
DEBIT,4/23/18,Amazon         04/20,7.99,DEBIT_CARD,285.89,
DEBIT,4/23/18,Amazon         04/20,10.98,DEBIT_CARD,277.9,
DEBIT,4/20/18,SILVER MOUNTAIN GRAPH 502-498-4455 KY        04/18,-110.5,DEBIT_CARD,266.92,
CREDIT,4/20/18,ISU PAYROLL,246.16,ACH_CREDIT,377.42,
DEBIT,4/18/18,BKST-INDIANA-S- 550 CH TERRE HAUTE IN606838  04/18,-54.27,DEBIT_CARD,131.26,
DEBIT,4/18/18,Amazon Digital Svcs 888-802-3080 WA          04/18,-1.05,DEBIT_CARD,185.53,
DEBIT,4/13/18,SQC*CHRISTOPHER BUR .  / CA  04/12,-2,DEBIT_CARD,186.58,
DEBIT,4/9/18,SQC*ANTONIO CORNELI .  / CA  04/08,-20,DEBIT_CARD,188.58,
DEBIT,4/9/18,ALDI 44065 TERRE HAUTE IN            604264  04/08,-14.5,DEBIT_CARD,208.58,
DEBIT,4/9/18,WM SUPERCENTER # TERRE HAUTE IN      039645  04/08,-20.97,DEBIT_CARD,223.08,
DEBIT,4/9/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          04/06,-25.35,DEBIT_CARD,244.05,
DEBIT,4/9/18,TSC APPAREL 513-742-4000 OH  04/06,-100.01,DEBIT_CARD,269.4,
DEBIT,4/6/18,Isu Cupboard      04/05,-2.78,DEBIT_CARD,369.41,
DEBIT,4/6/18,Amazon Digital Svcs amzn.com/bill WA         04/06,-8.99,DEBIT_CARD,372.19,
CREDIT,4/6/18,ISU PAYROLL,253.41,ACH_CREDIT,381.18,
DEBIT,4/5/18,ISU TACO BELL 23023690 TERRE HAUTE IN        04/04,-1,DEBIT_CARD,127.77,
DEBIT,4/5/18,Amazon         04/05,-7.45,DEBIT_CARD,128.77,
DEBIT,4/4/18,Amazon         04/03,-10.98,DEBIT_CARD,136.22,
DEBIT,4/3/18,"ADOBE SYSTEMS, INC. 800-833-6687 CA          04/03",-21.39,DEBIT_CARD,147.2,
DEBIT,4/3/18,Amazon         04/03,-7.99,DEBIT_CARD,168.59,
CREDIT,4/3/18,Square Inc       Squar      T20038016901    CCD ID: 8800429876,60,ACH_CREDIT,176.58,
DEBIT,3/30/18,Amazon         03/30,-56.28,DEBIT_CARD,116.58,
CREDIT,3/27/18,Square Inc       Squar      T20036937663    CCD ID: 8800429876,20,ACH_CREDIT,172.86,
DEBIT,3/27/18,Amazon         03/26,40.41,DEBIT_CARD,152.86,
DEBIT,3/26/18,AmazonPrime Membersh amzn.com/prme WA        03/23,-6.49,DEBIT_CARD,112.45,
DEBIT,3/26/18,Amazon Video On Dema AMZN.COM/bill WA        03/24,-5.99,DEBIT_CARD,118.94,
DEBIT,3/26/18,PAYPAL *TithesHOLDFA 402-935-7733 CA          03/23,-100,DEBIT_CARD,124.93,
CREDIT,3/26/18,Square Inc       Squar      T20036484691    CCD ID: 8800429876,20,ACH_CREDIT,224.93,
DEBIT,3/23/18,WALGREENS STORE 1300 W TERRE HAUTE IN662932  03/23,-8.97,DEBIT_CARD,204.93,
CREDIT,3/23/18,ISU PAYROLL,107.7,ACH_CREDIT,213.9,
DEBIT,3/22/18,Amazon         03/22,99.49,DEBIT_CARD,106.2,
DEBIT,3/20/18,Isu Cupboard      03/19,-3.98,DEBIT_CARD,6.71,
DEBIT,3/15/18,WAL Wal-Mart Super 52 MERRILLVILLE IN879705  03/15,-6.39,DEBIT_CARD,10.69,
DEBIT,3/15/18,EMPOWERED LIFE STORES MERRILLVILLE IN        03/14,-16.03,DEBIT_CARD,17.08,
DEBIT,3/13/18,QuickPay with Zelle payment to Ramon 6978492355,-10,QUICKPAY_DEBIT,33.11,
DEBIT,3/13/18,TSC APPAREL 513-742-4000 OH  03/12,-83.85,DEBIT_CARD,43.11,
DEBIT,3/13/18,Amazon         03/13,-40.41,DEBIT_CARD,126.96,
DEBIT,3/12/18,QuickPay with Zelle payment to Ramon 6976063714,-5,QUICKPAY_DEBIT,167.37,
DEBIT,3/12/18,Amazon         03/12,-99.49,DEBIT_CARD,172.37,
DEBIT,3/12/18,AMC HOBART 12 #6375 MERRILLVILLE IN          03/11,-8.55,DEBIT_CARD,271.86,
DEBIT,3/12/18,AMC HOBART 12 #6375 MERRILLVILLE IN          03/11,-24.88,DEBIT_CARD,280.41,
DEBIT,3/12/18,HEAT PRESS NATION 800-2150894 CA             03/11,-29.9,DEBIT_CARD,305.29,
DEBIT,3/12/18,Amazon         03/11,-26.98,DEBIT_CARD,335.19,
DEBIT,3/12/18,Amazon         03/11,-26.04,DEBIT_CARD,362.17,
DEBIT,3/12/18,Amazon.com AMZN.COM/BILL WA  03/11,-61.01,DEBIT_CARD,388.21,
DEBIT,3/12/18,Amazon         03/12,-42.29,DEBIT_CARD,449.22,
DEBIT,3/9/18,Isu Cupboard      03/08,-1.38,DEBIT_CARD,491.51,
CREDIT,3/9/18,Square Inc       Squar      T20034477191    CCD ID: 8800429876,60,ACH_CREDIT,492.89,
CREDIT,3/9/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 6969181564,104,QUICKPAY_CREDIT,432.89,
CREDIT,3/9/18,ISU PAYROLL,199.78,ACH_CREDIT,328.89,
DEBIT,3/6/18,Amazon Digital Svcs amzn.com/bill WA         03/06,-8.99,DEBIT_CARD,129.11,
DEBIT,3/6/18,Amazon         03/06,-53.54,DEBIT_CARD,138.1,
DEBIT,3/5/18,"ADOBE SYSTEMS, INC. 800-833-6687 CA          03/03",-21.39,DEBIT_CARD,191.64,
DEBIT,3/5/18,Amazon.com AMZN.COM/BILL WA  03/05,-32.05,DEBIT_CARD,213.03,
CREDIT,3/5/18,Square Inc       Squar      T20033878796    CCD ID: 8800429876,20,ACH_CREDIT,245.08,
CREDIT,3/5/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 6954012366,33,QUICKPAY_CREDIT,225.08,
DEBIT,2/28/18,Amazon         02/28,-35.99,DEBIT_CARD,192.08,
DEBIT,2/28/18,Amazon         02/28,-32.59,DEBIT_CARD,228.07,
DEBIT,2/28/18,Amazon         02/28,-13.99,DEBIT_CARD,260.66,
DEBIT,2/27/18,WAL Wal-Mart Super 642 TERRE HAUTE IN225399  02/27,-20.01,DEBIT_CARD,274.65,
DEBIT,2/27/18,ISU REC CENTER23023351 TERRE HAUTE IN        02/26,-5.69,DEBIT_CARD,294.66,
DEBIT,2/27/18,Amazon         02/27,-27.88,DEBIT_CARD,300.35,
DEBIT,2/26/18,AmazonPrime Membersh amzn.com/prme WA        02/23,-6.49,DEBIT_CARD,328.23,
DEBIT,2/26/18,AmazonPrime Membersh amzn.com/prme WA        02/23,-12.99,DEBIT_CARD,334.72,
DEBIT,2/26/18,Amazon.com AMZN.COM/BILL WA  02/24,-12.01,DEBIT_CARD,347.71,
DEBIT,2/26/18,Isu Cupboard      02/23,-1.38,DEBIT_CARD,359.72,
DEBIT,2/26/18,Amazon         02/24,-36.99,DEBIT_CARD,361.1,
DEBIT,2/26/18,AmazonPrime Membersh amzn.com/prme WA        02/23,12.99,DEBIT_CARD,398.09,
DEBIT,2/23/18,AmazonPrime Membersh amzn.com/prme WA        02/22,-49,DEBIT_CARD,385.1,
DEBIT,2/23/18,SQ *TWISTED FRY Terre Haute IN               02/23,-7,DEBIT_CARD,434.1,
DEBIT,2/23/18,Amazon         02/22,-35.99,DEBIT_CARD,441.1,
DEBIT,2/23/18,Amazon         02/22,-8.8,DEBIT_CARD,477.09,
DEBIT,2/23/18,Amazon         02/22,-18.95,DEBIT_CARD,485.89,
CREDIT,2/23/18,QuickPay with Zelle payment from ZACHARIA LANDOR 6925157616,52,QUICKPAY_CREDIT,504.84,
CREDIT,2/23/18,Square Inc       Squar      T20032428698    CCD ID: 8800429876,80,ACH_CREDIT,452.84,
CREDIT,2/23/18,ISU PAYROLL,226.6,ACH_CREDIT,372.84,
DEBIT,2/23/18,AmazonPrime Membersh amzn.com/prme WA        02/22,49,DEBIT_CARD,146.24,
DEBIT,2/21/18,Spotify USA 646-8375380 NY   02/21,-4.99,DEBIT_CARD,97.24,
CREDIT,2/21/18,QuickPay with Zelle payment from KENDAL T COBB 6919336216,35,QUICKPAY_CREDIT,102.23,
DEBIT,2/20/18,NON-CHASE ATM FEE-WITH,-2.5,FEE_TRANSACTION,67.23,
DEBIT,2/20/18,Money Withdraw            753164  02/20Terre Hau,-23.5,ATM,69.73,
DEBIT,2/20/18,ISU TACO BELL 23023690 TERRE HAUTE IN        02/19,-6.98,DEBIT_CARD,93.23,
DEBIT,2/20/18,Amazon         02/20,-21.99,DEBIT_CARD,100.21,
DEBIT,2/16/18,Amazon.com AMZN.COM/BILL WA  02/15,-16,DEBIT_CARD,122.2,
DEBIT,2/14/18,Amazon         02/13,-21.99,DEBIT_CARD,138.2,
DEBIT,2/12/18,45797894 SHOPIFY.COM HTTPSSHOPIFY. IL        02/09,-31.03,DEBIT_CARD,160.19,
DEBIT,2/12/18,WM SUPERCENTER # TERRE HAUTE IN      047340  02/12,-30.68,DEBIT_CARD,191.22,
DEBIT,2/12/18,SQC*CHRISTOPHER BUR .  / CA  02/11,-1.5,DEBIT_CARD,221.9,
DEBIT,2/12/18,SQC*TATYANNA M. .  / CA      02/09,-5,DEBIT_CARD,223.4,
CREDIT,2/9/18,ISU PAYROLL,205.57,ACH_CREDIT,228.4,
DEBIT,2/8/18,SQC*CHRISTOPHER BUR .  / CA  02/07,-3,DEBIT_CARD,22.83,
DEBIT,2/8/18,RMS - ISU TERRE HAUTE IN     02/07,-8.71,DEBIT_CARD,25.83,
DEBIT,2/8/18,Amazon         02/07,-130.22,DEBIT_CARD,34.54,
DEBIT,2/7/18,Amazon         02/06,-149,DEBIT_CARD,164.76,
CREDIT,2/7/18,Square Inc       Squar      T20030476494    CCD ID: 8800429876,20,ACH_CREDIT,313.76,
DEBIT,2/6/18,QuickPay with Zelle payment to Sarita 6881669366,-100,QUICKPAY_DEBIT,293.76,
DEBIT,2/6/18,Amazon         02/06,-9.53,DEBIT_CARD,393.76,
DEBIT,2/6/18,Amazon Digital Svcs amzn.com/bill WA         02/06,-8.99,DEBIT_CARD,403.29,
CREDIT,2/6/18,Square Inc       Squar      T20030323612    CCD ID: 8800429876,60,ACH_CREDIT,412.28,
DEBIT,2/5/18,"ADOBE SYSTEMS, INC. 800-833-6687 CA          02/03",-21.39,DEBIT_CARD,352.28,
CREDIT,2/5/18,QuickPay with Zelle payment from SARITA A STEVENS 6877595144,80,QUICKPAY_CREDIT,373.67,
CREDIT,2/5/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 6881594021,288.75,QUICKPAY_CREDIT,293.67,
DEBIT,2/1/18,Amazon         02/01,-28.99,DEBIT_CARD,4.92,
DEBIT,1/30/18,QuickPay with Zelle payment to Zavion Brown 6860811901,-100,QUICKPAY_DEBIT,33.91,
DEBIT,1/26/18,RMS - ISU TERRE HAUTE IN     01/25,-12.03,DEBIT_CARD,133.91,
DEBIT,1/26/18,Amazon         01/25,-28.32,DEBIT_CARD,145.94,
CREDIT,1/26/18,ISU PAYROLL,79.36,ACH_CREDIT,174.26,
CREDIT,1/24/18,QuickPay with Zelle payment from DARIUS J STEVENS 6847382425,15,QUICKPAY_CREDIT,94.9,
DEBIT,1/23/18,Amazon         01/23,13.99,DEBIT_CARD,79.9,
DEBIT,1/22/18,Spotify USA 646-8375380 NY   01/21,-4.99,DEBIT_CARD,65.91,
DEBIT,1/22/18,44786440 SHOPIFY.COM HTTPSSHOPIFY. IL        01/21,-10.17,DEBIT_CARD,70.9,
CREDIT,1/22/18,QuickPay with Zelle payment from KENDAL T COBB 6840298391,20,QUICKPAY_CREDIT,81.07,
CREDIT,1/22/18,Square Inc       Squar      T20028504206    CCD ID: 8800429876,60,ACH_CREDIT,61.07,
DEBIT,1/17/18,Amazon         01/17,-30.99,DEBIT_CARD,1.07,
DEBIT,1/16/18,WAL-MART #1310 TERRE HAUTE IN        686864  01/16,-3.08,DEBIT_CARD,32.06,
DEBIT,1/16/18,WM SUPERCENTER # TERRE HAUTE IN      061680  01/16,-1.62,DEBIT_CARD,35.14,
DEBIT,1/16/18,Amazon         01/13,-13.99,DEBIT_CARD,36.76,
DEBIT,1/16/18,Amazon         01/13,-59,DEBIT_CARD,50.75,
DEBIT,1/12/18,HEAT PRESS NATION 800-2150894 CA             01/11,-71.88,DEBIT_CARD,109.75,
CREDIT,1/12/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 6818769338,10,QUICKPAY_CREDIT,181.63,
DEBIT,1/11/18,44177046 SHOPIFY.COM HTTPSSHOPIFY. IL        01/10,-10.7,DEBIT_CARD,171.63,
DEBIT,1/11/18,VISTAPR*VistaPrint.com 866-8936743 MA        01/10,-21.98,DEBIT_CARD,182.33,
DEBIT,1/11/18,TSC APPAREL 513-742-4000 OH  01/10,-571.55,DEBIT_CARD,204.31,
DEBIT,1/11/18,Silver Mountain Graph 502-498-4455 KY        01/09,-259.9,DEBIT_CARD,775.86,
DEBIT,1/10/18,QuickPay with Zelle payment to Ramon 6814057253,-10,QUICKPAY_DEBIT,1035.76,
DEBIT,1/10/18,ATM WITHDRAWAL       008530  01/106790 BROA,-800,ATM,1045.76,
DEBIT,1/10/18,JOE'S GOODS ,-25,DEBIT_CARD,1845.76,
CREDIT,1/10/18,INDIANA STATE UN INVOICE    PPD ID: 1356001670,1583.7,ACH_CREDIT,1870.76,
DEBIT,1/9/18,PP*LITTLETEEMO CROWN POINT IN01/08,-10,DEBIT_CARD,287.06,
DEBIT,1/8/18,Amazon Digital Svcs amzn.com/bill WA         01/05,-8.99,DEBIT_CARD,297.06,
DEBIT,1/4/18,ADOBE *PHOTOGPHY PLAN 800-833-6687 CA        01/03,9.27,DEBIT_CARD,306.05,
DEBIT,1/3/18,ADOBE 800-833-6687 CA        01/02,-21.39,DEBIT_CARD,296.78,
DEBIT,1/2/18,ADOBE *PHOTOGPHY PLAN 800-833-6687 CA        12/29,-10.69,DEBIT_CARD,318.17,
DEBIT,1/2/18,Amazon         12/30,-21.99,DEBIT_CARD,328.86,
CREDIT,1/2/18,QuickPay with Zelle payment from RAMON JOSEPH HARRIS JR 6787034613,20,QUICKPAY_CREDIT,350.85,
CREDIT,1/2/18,Square Inc       Squar      T20026175849    CCD ID: 8800429876,152,ACH_CREDIT,330.85,
DEBIT,1/2/18,Amazon         01/01,21.99,DEBIT_CARD,178.85,
DEBIT,12/27/17,Amazon         12/27,-26.99,DEBIT_CARD,156.86,
DEBIT,12/26/17,QuickPay with Zelle payment to Jairus Stevens 6770879964,-110,QUICKPAY_DEBIT,183.85,
